index,Row ID,Opportunity ID,Created Date,Closed Date,Stage,Opportunity Name,Sales
5440,7083,CA-2019-106950,09/03/2023,09/07/2023,Closed Won,GBC Plasticlear Binding Covers,17220.00
5441,9233,CA-2019-126732,09/03/2023,09/07/2023,Closed Won,Ultra Door Pull Handle,94.68
5442,9234,CA-2019-126732,09/03/2023,09/07/2023,Closed Won,Akro Stacking Bins,23.67
5443,9235,CA-2019-126732,09/03/2023,09/07/2023,Closed Won,Cisco Unified IP Phone 7945G VoIP phone,0.00
5444,9236,CA-2019-126732,09/03/2023,09/07/2023,Closed Won,Blackstonian Pencils,18.69
5445,9237,CA-2019-126732,09/03/2023,09/07/2023,Closed Won,Chromcraft Rectangular Conference Tables,5687.28
5446,9238,CA-2019-126732,09/03/2023,09/07/2023,Closed Won,SpineVue Locking Slant-D Ring Binders by Cardinal,7312.00
5447,141,CA-2019-110366,09/06/2023,09/08/2023,Negotiating,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",8280.00
5448,441,CA-2019-115756,09/06/2023,09/08/2023,Negotiating,Aluminum Document Frame,12.22
5449,442,CA-2019-115756,09/06/2023,09/08/2023,Negotiating,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,194.94
5450,443,CA-2019-115756,09/06/2023,09/08/2023,Negotiating,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,7095.00
5451,444,CA-2019-115756,09/06/2023,09/08/2023,Negotiating,"Xerox Color Copier Paper, 11"" x 17"", Ream",91.36
5452,445,CA-2019-115756,09/06/2023,09/08/2023,Negotiating,Office Star - Ergonomically Designed Knee Chair,242.94
5453,446,CA-2019-115756,09/06/2023,09/08/2023,Negotiating,Avery 520,22.05
5454,3874,CA-2019-136231,09/06/2023,09/08/2023,Negotiating,Staple envelope,23472.00
5455,3875,CA-2019-136231,09/06/2023,09/08/2023,Negotiating,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",86058.00
5456,3876,CA-2019-136231,09/06/2023,09/08/2023,Negotiating,Nortel Networks T7316 E Nt8 B27,108784.00
5457,3877,CA-2019-136231,09/06/2023,09/08/2023,Negotiating,Xerox 1971,10272.00
5458,5382,CA-2019-149195,09/06/2023,09/08/2023,Negotiating,Xerox 202,25920.00
5459,5383,CA-2019-149195,09/06/2023,09/08/2023,Negotiating,Staples,15808.00
5460,5384,CA-2019-149195,09/06/2023,09/08/2023,Negotiating,Xerox 1930,10368.00
5461,5807,CA-2019-149783,09/05/2023,09/08/2023,Negotiating,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",12192.00
5462,5808,CA-2019-149783,09/05/2023,09/08/2023,Negotiating,Belkin 5 Outlet SurgeMaster Power Centers,87168.00
5463,5809,CA-2019-149783,09/05/2023,09/08/2023,Negotiating,Prismacolor Color Pencil Set,31744.00
5464,6077,CA-2019-151561,09/02/2023,09/08/2023,Closed Won,Enermax Aurora Lite Keyboard,468.90
5465,6078,CA-2019-151561,09/02/2023,09/08/2023,Closed Won,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,72.48
5466,6079,CA-2019-151561,09/02/2023,09/08/2023,Closed Won,Acme Value Line Scissors,10.95
5467,6080,CA-2019-151561,09/02/2023,09/08/2023,Closed Won,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",191.82
5468,7550,CA-2019-136595,09/06/2023,09/08/2023,Closed Lost,"Executive Impressions 12"" Wall Clock",21204.00
5469,7563,US-2019-104815,09/04/2023,09/08/2023,Closed Won,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",198744.00
5470,8679,CA-2019-112739,09/03/2023,09/08/2023,Negotiating,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",8608.00
5471,8680,CA-2019-112739,09/03/2023,09/08/2023,Negotiating,LogitechÂ MX Performance Wireless Mouse,159.56
5472,9142,CA-2019-139409,09/06/2023,09/08/2023,Closed Lost,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",43.60
5473,4514,CA-2019-145240,09/07/2023,09/09/2023,Closed Lost,"Tenex Personal Project File with Scoop Front Design, Black",10784.00
5474,5331,CA-2019-123120,09/05/2023,09/09/2023,Closed Won,"Howard Miller 16"" Diameter Gallery Wall Clock",63.94
5475,5332,CA-2019-123120,09/05/2023,09/09/2023,Closed Won,Plastic Binding Combs,6060.00
5476,5333,CA-2019-123120,09/05/2023,09/09/2023,Closed Won,Acme Preferred Stainless Steel Scissors,22.72
5477,6037,CA-2019-131205,09/05/2023,09/09/2023,Closed Won,Coloredge Poster Frame,42.60
5478,6038,CA-2019-131205,09/05/2023,09/09/2023,Closed Won,Poly Designer Cover & Back,113.94
5479,6039,CA-2019-131205,09/05/2023,09/09/2023,Closed Won,Fellowes Neat Ideas Storage Cubes,129.92
5480,6040,CA-2019-131205,09/05/2023,09/09/2023,Closed Won,Nontoxic Chalk,5.28
5481,6763,CA-2019-144764,09/03/2023,09/09/2023,Closed Won,Self-Adhesive Address Labels for Typewriters by Universal,29.24
5482,6764,CA-2019-144764,09/03/2023,09/09/2023,Closed Won,Rogers Deluxe File Chest,35168.00
5483,6765,CA-2019-144764,09/03/2023,09/09/2023,Closed Won,Okidata C610n Printer,1362.90
5484,6779,US-2019-147711,09/04/2023,09/09/2023,Negotiating,"Sauder Camden County Collection Libraries, Planked Cherry Finish",344.94
5485,6780,US-2019-147711,09/04/2023,09/09/2023,Negotiating,"Eldon Expressions Wood Desk Accessories, Oak",14.76
5486,6781,US-2019-147711,09/04/2023,09/09/2023,Negotiating,Acco Expandable Hanging Binders,12.76
5487,6782,US-2019-147711,09/04/2023,09/09/2023,Negotiating,Avery 486,58.48
5488,6834,CA-2019-153101,09/09/2023,09/09/2023,Proposing,"Lesro Round Back Collection Coffee Table, End Table",14604.00
5489,8179,CA-2019-166429,09/03/2023,09/09/2023,Closed Won,Hewlett Packard 610 Color Digital Copier / Printer,999.98
5490,8660,CA-2019-153185,09/04/2023,09/09/2023,Closed Won,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",30.96
5491,9073,CA-2019-142524,09/05/2023,09/09/2023,Closed Won,Staple envelope,16.56
5492,9074,CA-2019-142524,09/05/2023,09/09/2023,Closed Won,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,279.95
5493,1042,CA-2019-102981,09/07/2023,09/10/2023,Negotiating,Maxell 4.7GB DVD+RW 3/Pack,31.86
5494,1043,CA-2019-102981,09/07/2023,09/10/2023,Negotiating,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",7223.52
5495,1382,US-2019-100566,09/04/2023,09/10/2023,Closed Won,"Tenex ""The Solids"" Textured Chair Mats",83952.00
5496,2160,CA-2019-159737,09/04/2023,09/10/2023,Closed Won,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",8808.00
5497,3617,CA-2019-154536,09/06/2023,09/10/2023,Closed Won,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",9555.00
5498,3788,CA-2019-169971,09/05/2023,09/10/2023,Closed Won,Faber Castell Col-Erase Pencils,3912.00
5499,3789,CA-2019-169971,09/05/2023,09/10/2023,Closed Won,"BOSTON Ranger #55 Pencil Sharpener, Black",62376.00
5500,7591,CA-2019-158778,09/06/2023,09/10/2023,Closed Won,"6"" Cubicle Wall Clock, Black",58248.00
5501,7592,CA-2019-158778,09/06/2023,09/10/2023,Closed Won,"Global Task Chair, Black",71246.00
5502,7593,CA-2019-158778,09/06/2023,09/10/2023,Closed Won,Newell 329,7872.00
5503,7594,CA-2019-158778,09/06/2023,09/10/2023,Closed Won,Global Comet Stacking Arm Chair,8872.71
5504,8737,CA-2019-168774,09/05/2023,09/10/2023,Closed Won,"Hot File 7-Pocket, Floor Stand",535.41
5505,9602,CA-2019-117604,09/05/2023,09/10/2023,Closed Won,Xerox 1886,239.50
5506,399,CA-2019-108987,09/09/2023,09/11/2023,Negotiating,Super Decoflex Portable Personal File,35952.00
5507,400,CA-2019-108987,09/09/2023,09/11/2023,Negotiating,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",0.00
5508,401,CA-2019-108987,09/09/2023,09/11/2023,Negotiating,"Contico 72""H Heavy-Duty Storage System",131136.00
5509,402,CA-2019-108987,09/09/2023,09/11/2023,Negotiating,Sony 64GB Class 10 Micro SDHC R40 Memory Card,57584.00
5510,1795,CA-2019-140774,09/06/2023,09/11/2023,Closed Won,Panasonic KP-380BK Classic Electric Pencil Sharpener,107.94
5511,2027,CA-2019-113516,09/09/2023,09/11/2023,Negotiating,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",33024.00
5512,2028,CA-2019-113516,09/09/2023,09/11/2023,Negotiating,Premium Transparent Presentation Covers by GBC,6713.60
5513,2772,CA-2019-163986,09/04/2023,09/11/2023,Closed Won,Crate-A-Files,54.50
5514,3005,CA-2019-131499,09/09/2023,09/11/2023,Closed Lost,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,207.48
5515,3524,CA-2019-137673,09/06/2023,09/11/2023,Closed Won,HP Standard 104 key PS/2 Keyboard,116.00
5516,4615,CA-2019-144540,09/06/2023,09/11/2023,Closed Won,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",6279.00
5517,4616,CA-2019-144540,09/06/2023,09/11/2023,Closed Won,Advantus Map Pennant Flags and Round Head Tacks,28.44
5518,6876,US-2019-121013,09/06/2023,09/11/2023,Closed Won,Avery 50,25.06
5519,6877,US-2019-121013,09/06/2023,09/11/2023,Closed Won,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",1652.94
5520,7071,CA-2019-164490,09/06/2023,09/11/2023,Negotiating,Xerox 196,9248.00
5521,99,CA-2019-149223,09/07/2023,09/12/2023,Closed Won,Fellowes Basic Home/Office Series Surge Protectors,7788.00
5522,992,CA-2019-110023,09/10/2023,09/12/2023,Closed Lost,Cardinal EasyOpen D-Ring Binders,14624.00
5523,2686,CA-2019-133123,09/07/2023,09/12/2023,Closed Won,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",95952.00
5524,2687,CA-2019-133123,09/07/2023,09/12/2023,Closed Won,Pressboard Data Binders by Wilson Jones,3204.00
5525,3145,US-2019-148110,09/06/2023,09/12/2023,Closed Won,"Situations Contoured Folding Chairs, 4/Set",347802.00
5526,5880,CA-2019-133319,09/06/2023,09/12/2023,Closed Won,Xerox 1885,192.16
5527,6777,US-2019-152373,09/06/2023,09/12/2023,Closed Won,"Eldon Base for stackable storage shelf, platinum",93456.00
5528,7522,CA-2019-162383,09/06/2023,09/12/2023,Closed Won,Recycled Easel Ring Binders,8952.00
5529,7523,CA-2019-162383,09/06/2023,09/12/2023,Closed Won,Pressboard Hanging Data Binders for Unburst Sheets,8856.00
5530,7524,CA-2019-162383,09/06/2023,09/12/2023,Closed Won,"Global Push Button Manager's Chair, Indigo",8524.60
5531,2206,CA-2019-164350,09/11/2023,09/13/23,Negotiating,"Boston Model 1800 Electric Pencil Sharpener, Gray",67.56
5532,4393,CA-2019-108868,09/09/2023,09/13/23,Closed Won,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,70368.00
5533,4394,CA-2019-108868,09/09/2023,09/13/23,Closed Won,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",5996.00
5534,5083,CA-2019-155138,09/09/2023,09/13/23,Closed Won,Memorex Froggy Flash Drive 4 GB,35168.00
5535,5084,CA-2019-155138,09/09/2023,09/13/23,Closed Won,Petty Cash Envelope,6470.40
5536,5352,CA-2019-123932,09/07/2023,09/13/23,Closed Won,Advantus Motivational Note Cards,41.92
5537,5353,CA-2019-123932,09/07/2023,09/13/23,Closed Won,AT&T CL83451 4-Handset Telephone,32958.40
5538,9086,CA-2019-126102,09/11/2023,09/13/23,Negotiating,Ibico EB-19 Dual Function Manual Binding System,27678.40
5539,613,CA-2019-121223,09/12/2023,09/14/23,Negotiating,Xerox 1972,8448.00
5540,614,CA-2019-121223,09/12/2023,09/14/23,Negotiating,Cisco 8x8 Inc. 6753i IP Business Phone System,728946.00
5541,2995,CA-2019-112893,09/10/2023,09/14/23,Negotiating,VariCap6 Expandable Binder,5536.00
5542,7208,CA-2019-143476,09/12/2023,09/14/23,Closed Lost,"Crayola Anti Dust Chalk, 12/Pack",29120.00
5543,7209,CA-2019-143476,09/12/2023,09/14/23,Closed Lost,Xerox 1976,20736.00
5544,7210,CA-2019-143476,09/12/2023,09/14/23,Closed Lost,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),9568.00
5545,7401,CA-2019-110009,09/09/2023,09/14/23,Closed Won,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",43.13
5546,7402,CA-2019-110009,09/09/2023,09/14/23,Closed Won,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",30.87
5547,8770,CA-2019-151148,09/13/23,09/14/23,Proposing,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,146952.00
5548,8771,CA-2019-151148,09/13/23,09/14/23,Proposing,"Global Stack Chair without Arms, Black",8313.60
5549,310,CA-2019-142902,09/13/23,09/15/23,Negotiating,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,15136.00
5550,311,CA-2019-142902,09/13/23,09/15/23,Negotiating,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,466768.00
5551,312,CA-2019-142902,09/13/23,09/15/23,Negotiating,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",15232.00
5552,313,CA-2019-142902,09/13/23,09/15/23,Negotiating,Avery 509,6264.00
5553,1619,US-2019-118780,09/11/2023,09/15/23,Negotiating,Acco Perma 2700 Stacking Storage Drawers,59.48
5554,1620,US-2019-118780,09/11/2023,09/15/23,Negotiating,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",6.69
5555,2494,CA-2019-146206,09/11/2023,09/15/23,Negotiating,KI Adjustable-Height Table,300.93
5556,2495,CA-2019-146206,09/11/2023,09/15/23,Negotiating,Polycom VVX 310 VoIP phone,719.96
5557,2544,US-2019-114174,09/09/2023,09/15/23,Closed Won,"Bush Westfield Collection Bookcases, Dark Cherry Finish",173.94
5558,2545,US-2019-114174,09/09/2023,09/15/23,Closed Won,Avery 52,14.76
5559,2591,US-2019-115455,09/09/2023,09/15/23,Closed Won,"Executive Impressions 12"" Wall Clock",14136.00
5560,2592,US-2019-115455,09/09/2023,09/15/23,Closed Won,Bretford CR8500 Series Meeting Room Furniture,601.47
5561,3568,CA-2019-137176,09/10/2023,09/15/23,Negotiating,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",15008.00
5562,5414,CA-2019-153157,09/12/2023,09/15/23,Closed Lost,Plantronics Encore H101 Dual EarpiecesÂ Headset,224.75
5563,8615,CA-2019-165918,09/11/2023,09/15/23,Closed Won,Avery 487,7.38
5564,8616,CA-2019-165918,09/11/2023,09/15/23,Closed Won,Storex Dura Pro Binders,14256.00
5565,8617,CA-2019-165918,09/11/2023,09/15/23,Closed Won,Xerox 1945,81.98
5566,8618,CA-2019-165918,09/11/2023,09/15/23,Closed Won,JM Magazine Binder,3962.40
5567,6707,CA-2019-112277,09/11/2023,09/16/23,Closed Won,Geemarc AmpliPOWER60,519.68
5568,7464,CA-2019-103709,09/09/2023,09/16/23,Closed Won,"Eberhard Faber 3 1/2"" Golf Pencils",14.88
5569,7465,CA-2019-103709,09/09/2023,09/16/23,Closed Won,Xerox 1900,34.24
5570,7466,CA-2019-103709,09/09/2023,09/16/23,Closed Won,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",261.74
5571,4640,CA-2019-102162,09/12/2023,09/17/23,Closed Won,Canon PC-428 Personal Copier,1599.92
5572,4641,CA-2019-102162,09/12/2023,09/17/23,Closed Won,#10 Self-Seal White Envelopes,11.09
5573,6109,CA-2019-150007,09/12/2023,09/17/23,Closed Won,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,6.00
5574,6110,CA-2019-150007,09/12/2023,09/17/23,Closed Won,Insertable Tab Indexes For Data Binders,1908.00
5575,6725,CA-2019-128811,09/13/23,09/17/23,Closed Won,OIC Bulk Pack Metal Binder Clips,10.47
5576,6726,CA-2019-128811,09/13/23,09/17/23,Closed Won,Avery 487,11.07
5577,6727,CA-2019-128811,09/13/23,09/17/23,Closed Won,GBC Instant Report Kit,20704.00
5578,8807,CA-2019-113082,09/13/23,09/17/23,Closed Won,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",40.48
5579,251,CA-2019-145625,09/12/2023,09/18/23,Closed Won,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",7.61
5580,252,CA-2019-145625,09/12/2023,09/18/23,Closed Won,LogitechÂ P710e Mobile Speakerphone,3347.37
5581,3594,CA-2019-164154,09/12/2023,09/18/23,Closed Won,GBC Standard Therm-A-Bind Covers,22428.00
5582,3595,CA-2019-164154,09/12/2023,09/18/23,Closed Won,Staple magnet,3752.00
5583,5240,CA-2019-116561,09/12/2023,09/18/23,Closed Won,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",332.94
5584,5241,CA-2019-116561,09/12/2023,09/18/23,Closed Won,GBC Standard Therm-A-Bind Covers,3987.20
5585,6842,CA-2019-123946,09/13/23,09/18/23,Closed Won,ImationÂ 30456 USBÂ Flash DriveÂ 8GB,20700.00
5586,6843,CA-2019-123946,09/13/23,09/18/23,Closed Won,Staples,11.34
5587,6844,CA-2019-123946,09/13/23,09/18/23,Closed Won,"Rogers Jumbo File, Granite",67.90
5588,6845,CA-2019-123946,09/13/23,09/18/23,Closed Won,Hon Olson Stacker Chairs,1059.12
5589,9973,CA-2019-130225,09/12/2023,09/18/23,Closed Won,Cameo Buff Policy Envelopes,99568.00
5590,2554,CA-2019-155439,09/15/23,09/19/23,Closed Won,Xerox 224,25.92
5591,7253,CA-2019-152457,09/13/23,09/19/23,Closed Won,Xerox 1991,68.52
5592,7380,CA-2019-105732,09/14/23,09/19/23,Closed Won,"Rogers Jumbo File, Granite",40.74
5593,7381,CA-2019-105732,09/14/23,09/19/23,Closed Won,Avery 49,14.40
5594,7382,CA-2019-105732,09/14/23,09/19/23,Closed Won,"BlueLounge Milo Smartphone Stand, White/Metallic",149.95
5595,7383,CA-2019-105732,09/14/23,09/19/23,Closed Won,"Elite 5"" Scissors",16.90
5596,7384,CA-2019-105732,09/14/23,09/19/23,Closed Won,Things To Do Today Pad,17.61
5597,7385,CA-2019-105732,09/14/23,09/19/23,Closed Won,Harmony Air Purifier,378.00
5598,7386,CA-2019-105732,09/14/23,09/19/23,Closed Won,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",17.64
5599,7387,CA-2019-105732,09/14/23,09/19/23,Closed Won,"Fellowes Mobile File Cart, Black",373.08
5600,7388,CA-2019-105732,09/14/23,09/19/23,Closed Won,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",13364.40
5601,7389,CA-2019-105732,09/14/23,09/19/23,Closed Won,Mediabridge Sport Armband iPhone 5s,29.97
5602,8892,CA-2019-162159,09/17/23,09/19/23,Closed Lost,"Global Value Mid-Back Manager's Chair, Gray",121.78
5603,9781,CA-2019-153178,09/15/23,09/19/23,Closed Won,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,437.85
5604,9782,CA-2019-153178,09/15/23,09/19/23,Closed Won,GBC DocuBind 200 Manual Binding Machine,6735.68
5605,658,US-2019-156097,09/20/23,09/20/23,Proposing,Global Troy Executive Leather Low-Back Tilter,701372.00
5606,659,US-2019-156097,09/20/23,09/20/23,Proposing,Avery Binding System Hidden Tab Executive Style Index Sets,23080.00
5607,817,CA-2019-149370,09/16/23,09/20/23,Closed Won,Xerox 1968,5344.00
5608,925,CA-2019-149797,09/16/23,09/21/23,Closed Won,GBC DocuBind 300 Electric Binding Machine,8415.68
5609,3542,CA-2019-157511,09/19/23,09/21/23,Closed Lost,Eldon Pizzaz Desk Accessories,5352.00
5610,3543,CA-2019-157511,09/19/23,09/21/23,Closed Lost,"Situations Contoured Folding Chairs, 4/Set",99372.00
5611,3544,CA-2019-157511,09/19/23,09/21/23,Closed Lost,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",2672.00
5612,4517,US-2019-128678,09/16/23,09/21/23,Closed Won,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",21.40
5613,4518,US-2019-128678,09/16/23,09/21/23,Closed Won,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",48664.00
5614,8783,CA-2019-116911,09/16/23,09/21/23,Closed Won,Avery Heavy-Duty EZD View Binder with Locking Rings,20416.00
5615,8784,CA-2019-116911,09/16/23,09/21/23,Closed Won,Bretford Rectangular Conference Table Tops,1128.39
5616,9090,CA-2019-131093,09/18/23,09/21/23,Negotiating,Safco Industrial Shelving,295.40
5617,9427,CA-2019-160479,09/16/23,09/21/23,Closed Won,SANFORD Major Accent Highlighters,35.40
5618,2021,CA-2019-168354,09/20/23,09/22/23,Closed Lost,"Hot File 7-Pocket, Floor Stand",1606.23
5619,2022,CA-2019-168354,09/20/23,09/22/23,Closed Lost,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",17.04
5620,2023,CA-2019-168354,09/20/23,09/22/23,Closed Lost,JM Magazine Binder,49.53
5621,2024,CA-2019-168354,09/20/23,09/22/23,Closed Lost,"Lifetime Advantage Folding Chairs, 4/Carton",872.32
5622,3249,CA-2019-159730,09/18/23,09/22/23,Closed Won,Harbour Creations 67200 Series Stacking Chairs,11388.80
5623,3250,CA-2019-159730,09/18/23,09/22/23,Closed Won,Clarity 53712,105584.00
5624,90,CA-2019-109806,09/18/23,09/23/23,Closed Won,Turquoise Lead Holder with Pocket Clip,20.10
5625,91,CA-2019-109806,09/18/23,09/23/23,Closed Won,Panasonic Kx-TS550,73584.00
5626,92,CA-2019-109806,09/18/23,09/23/23,Closed Won,Xerox 1995,6.48
5627,756,CA-2019-140928,09/19/23,09/23/23,Closed Won,Chromcraft Round Conference Tables,383438.00
5628,2256,CA-2019-164091,09/18/23,09/23/23,Closed Won,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,437.85
5629,2257,CA-2019-164091,09/18/23,09/23/23,Closed Won,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",109.48
5630,3311,CA-2019-111416,09/18/23,09/23/23,Closed Won,Avery Arch Ring Binders,23240.00
5631,4582,CA-2019-120250,09/20/23,09/23/23,Closed Lost,Nu-Dell Oak Frame,25632.00
5632,4664,CA-2019-111409,09/19/23,09/23/23,Closed Won,Avery 480,3.00
5633,5881,CA-2019-133935,09/19/23,09/23/23,Closed Won,Global Troy Executive Leather Low-Back Tilter,8015.68
5634,5882,CA-2019-133935,09/19/23,09/23/23,Closed Won,Xerox 1945,368.91
5635,5883,CA-2019-133935,09/19/23,09/23/23,Closed Won,"Global High-Back Leather Tilter, Burgundy",885528.00
5636,6999,US-2019-134369,09/17/23,09/23/23,Closed Won,Xerox 1966,12.96
5637,7166,CA-2019-158610,09/20/23,09/23/23,Closed Lost,Home/Office Personal File Carts,69.52
5638,7271,CA-2019-123337,09/17/23,09/23/23,Closed Won,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",273666.00
5639,7272,CA-2019-123337,09/17/23,09/23/23,Closed Won,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",17.48
5640,9028,US-2019-152415,09/18/23,09/23/23,Closed Won,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",14.82
5641,9029,US-2019-152415,09/18/23,09/23/23,Closed Won,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",191.82
5642,9613,CA-2019-110086,09/19/23,09/23/23,Closed Won,Polycom CX300 Desktop Phone USB VoIP phone,23998.40
5643,71,CA-2019-106075,09/19/23,09/24/23,Closed Won,Avery Binding System Hidden Tab Executive Style Index Sets,4616.00
5644,1508,CA-2019-134208,09/18/23,09/24/23,Closed Won,Lexmark X 9575 Professional All-in-One Color Printer,396.00
5645,2014,CA-2019-145905,09/19/23,09/24/23,Closed Won,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,350.98
5646,2015,CA-2019-145905,09/19/23,09/24/23,Closed Won,Southworth Parchment Paper & Envelopes,13.08
5647,2016,CA-2019-145905,09/19/23,09/24/23,Closed Won,Tennsco Double-Tier Lockers,900.08
5648,2118,CA-2019-130267,09/20/23,09/24/23,Closed Won,"Xerox Color Copier Paper, 11"" x 17"", Ream",159.88
5649,2881,CA-2019-102932,09/20/23,09/24/23,Negotiating,Storex DuraTech Recycled Plastic Frosted Binders,25.44
5650,2882,CA-2019-102932,09/20/23,09/24/23,Negotiating,Acme Forged Steel Scissors with Black Enamel Handles,27.93
5651,3718,CA-2019-142370,09/20/23,09/24/23,Closed Won,Letter Slitter,5.04
5652,3719,CA-2019-142370,09/20/23,09/24/23,Closed Won,Logitech Wireless Marathon Mouse M705,249.95
5653,3720,CA-2019-105900,09/18/23,09/24/23,Closed Won,Sanford Liquid Accent Highlighters,33.40
5654,8468,CA-2019-168557,09/20/23,09/24/23,Closed Won,Avery Heavy-Duty EZD  Binder With Locking Rings,8928.00
5655,9449,US-2019-148957,09/18/23,09/24/23,Closed Won,Avery 481,12.32
5656,3411,CA-2019-100244,09/21/23,09/25/23,Closed Won,Strathmore Photo Frame Cards,6579.00
5657,3412,CA-2019-100244,09/21/23,09/25/23,Closed Won,Fellowes PB200 Plastic Comb Binding Machine,27198.40
5658,3413,CA-2019-100244,09/21/23,09/25/23,Closed Won,Newell 343,11.76
5659,3414,CA-2019-100244,09/21/23,09/25/23,Closed Won,Xerox 1944,7752.00
5660,3415,CA-2019-100244,09/21/23,09/25/23,Closed Won,Ibico Plastic Spiral Binding Combs,48.64
5661,4770,US-2019-114888,09/20/23,09/25/23,Negotiating,Cardinal Holdit Business Card Pockets,11952.00
5662,4771,US-2019-114888,09/20/23,09/25/23,Negotiating,Kleencut Forged Office Shears by Acme United Corporation,6.24
5663,5397,US-2019-147340,09/25/23,09/25/23,Proposing,Nu-Dell Executive Frame,63.20
5664,8046,CA-2019-145611,09/21/23,09/25/23,Closed Won,Honeywell Quietcare HEPA Air Cleaner,393.25
5665,8484,CA-2019-126284,09/21/23,09/25/23,Closed Won,GBC Poly Designer Binding Covers,83.70
5666,9281,CA-2019-166772,09/21/23,09/25/23,Closed Won,O'Sullivan 5-Shelf Heavy-Duty Bookcases,163.88
5667,9875,CA-2019-166653,09/23/23,09/25/23,Negotiating,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",63968.00
5668,4347,CA-2019-120355,09/19/23,09/26/23,Closed Won,Global Leather Executive Chair,631782.00
5669,4348,CA-2019-120355,09/19/23,09/26/23,Closed Won,DAX Two-Tone Silver Metal Document Frame,60.72
5670,5606,CA-2019-134516,09/21/23,09/26/23,Closed Won,Dana Swing-Arm Lamps,17088.00
5671,5607,CA-2019-134516,09/21/23,09/26/23,Closed Won,"Global High-Back Leather Tilter, Burgundy",98392.00
5672,8177,CA-2019-135965,09/23/23,09/26/23,Closed Lost,"Sortfiler Multipurpose Personal File Organizer, Black",128.34
5673,2331,CA-2019-155187,09/25/23,09/27/23,Negotiating,"Tennsco Lockers, Gray",41.96
5674,2332,CA-2019-155187,09/25/23,09/27/23,Negotiating,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",41.70
